To: 2020-06-12;;
Country;Rating;Review
au;5;Signed up very quickly. I’ve seen reviews saying that the word CovidSafe keeps coming up on the screen. This happens when you tip your phone upside down, so the screen faces down, it is to safe power. So when signing up just try to keep your phone level or screen pointing upwards and it won’t happen. Hope this helps.
au;1;"Apple Car Play no longer works. 
Message says ‘The device can no longer be used as a source in “Media”. ‘
I want to do the right thing to help the community so hopefully the developer is reading this. Please fix ASAP"
au;5;Easy. No issue for Ip8. Hope they sort out the low power mode issue if there is one.
au;2;I can’t believe that an app for-the-masses only support iOS10+ what about all the millions of older phones. With such a high number of iPhones in Australia such a limit is unwarranted. Unjustifiable laziness. Please sort this out ASAP
au;5;Working fine now, keep Bluetooth on for it to work.
au;5;"Health authorities in Australia are doing a great job. 

App seems to use little battery, so no trouble at all."
au;5;App works great on iPhone 6S. I like it. All good for now.
au;1;Doesn’t seem to work on iPhone 8 Plus. I just get the starting splash screen and that’s it.
au;5;"I’m all set up ... whoo hoo🥳. This marvellous app was very simple to download and quick to register. I hope EVERYONE downloads it as it will keep us all safe AND ALIVE. I am satisfied the Australian Government has diligently built in all the checks and balances to make this site secure - even though we only have to enter the most basic information so we can be contacted if we unknowingly come into contact with a ‘carrier’ of the deadly virus. THANK YOU, THANK YOU, THANK YOU. 💐💐💐🙏🙏🙏👍👍👍
* I would not be surprised in the least if other countries struggling to stop the carnage adopted this app."
au;3;The app seems to work, but it doesn’t lock the screen.  This can be a major security issue.  The advise is to “keep the app running”.  This will not be a good user experience to be forced to keep this app on the foreground, let alone remember to do it whenever we go out shopping.
au;5;App is really straight forward to setup and use.
au;5;It has a rough launch but has a easy set up and is simple to use. While on the topic it’s pretty entertaining to read the conspiracy theories in the other reviews. One guy was upset that it would send you a message if you came in contact with an infected person, claiming it an evil invasion of their privacy. Little by little I’m losing faith in people.
au;4;Fast and easy to set up, very user friendly. Only issue is that it drains battery life very quickly.
au;2;iPhone XS keeps flicking back to the loading screen. Other than that easy set up
